district,Zone,Geographical Region,Disaster,region,village,Date,Source,Data Cards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses USD,Losses Local,Education centers,Hospitals,Damages in crops Ha.,Region
Parbat,Dhawalagiri,Hill,FLOOD,Western Region,,07/17/78,Gorkhapatra 1978-7-20Y-78N-75,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kailali,Seti,Terai,STRONG WIND,Far Western Region,DHANGADHI MUNICIPALITY,06/07/77,Gorkhapatra 1977-6-10Y-77N-36,1,0,0,0,0,15,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,BARIYARPUR,07/22/78,Gorkhapatra 1978-7-23Y-78N-78,1,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,,07/22/78,Gorkhapatra 1978-7-23Y-78N-78,1,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rupandehi,Lumbini,Terai,FIRE,Western Region,SIDDHARTHANAGAR_NP,06/12/77,Gorkhapatra 1977-6-14Y-77N-40,1,0,0,0,12,0,0,66,0,0,0,0.0,0,0,0.0,Western
Chitawan,Narayani,Terai,FLOOD,Central Region,PADMPUR,07/22/78,Gorkhapatra 1978-7-23Y-78N-78,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kailali,Seti,Terai,FIRE,Far Western Region,SREEPUR,06/15/77,Gorkhapatra 1977-6-16Y-77N-42,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Chitawan,Narayani,Terai,FLOOD,Central Region,,07/22/78,Gorkhapatra 1978-7-23Y-78N-78,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Taplejung,Mechi,Mountain,FLOOD,Eastern Region,SADEWA,06/20/77,Gorkhapatra 1977-6-22Y-77N-48,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Banke,Bheri,Terai,FIRE,Mid-Western Region,BHAWANIAPUR,06/20/77,Gorkhapatra 1977-6-26Y-77N-51,1,0,0,0,52,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Chitawan,Narayani,Terai,FLOOD,Central Region,,07/22/78,Gorkhapatra 1978-7-23Y-78.N-78,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Arghakhanchi,Lumbini,Hill,FIRE,Western Region,KHADHIKOT,06/21/77,Gorkhapatra 1977-6-26Y-77N-51,1,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Western
Sarlahi,Janakpur,Terai,FLOOD,Central Region,HATHIAUL,07/22/78,Gorkhapatra 1978-7-23Y-78N-78,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sarlahi,Janakpur,Terai,FLOOD,Central Region,BALARA,07/22/78,Gorkhapatra 1978-7-23Y-78N-78,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Banke,Bheri,Terai,FLOOD,Mid-Western Region,PHATTEPUR,07/22/78,Gorkhapatra 1978-7-23Y-78N-78,1,0,0,0,0,0,0,4060,0,0,0,0.0,0,0,0.0,Mid-Western
Bardiya,Bheri,Terai,FLOOD,Mid-Western Region,,07/22/78,Gotkhapatra1978-7-23Y-78N-78,1,0,0,0,0,0,0,0,0,0,0,500000.0,0,0,0.0,Mid-Western
Jhapa,Mechi,Terai,LANDSLIDE,Eastern Region,,06/21/80,Gorkhapatra 1980-7-1Y-80N-56,1,0,0,0,50,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Lalitpur,Bagmati,Hill,EPIDEMIC,Central Region,,07/20/78,Gorkhapatra 1978-7-23Y-78N-78,1,0,0,0,0,0,0,94,0,0,0,0.0,0,0,0.0,Central
Bhaktapur,Bagmati,Hill,EPIDEMIC,Central Region,,07/20/78,Gorkhapatra 1978-7-23Y-78N-78,1,0,0,0,0,0,0,6,0,0,0,0.0,0,0,0.0,Central
Banke,Bheri,Terai,DROUGHT,Mid-Western Region,,07/03/80,Gorkhapatra 1980-7-4Y-80N-59,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9400.0,Mid-Western
Kailali,Seti,Terai,FIRE,Far Western Region,HASULIYA,07/03/80,Gorkhapatra 1980-7-5Y-80N-60,1,0,0,0,2,0,0,11,0,0,0,0.0,0,0,0.0,Far-Western
Saptari,Sagarmatha,Terai,RAINS,Eastern Region,RAJBIRAJ MUNICIPALITY,07/23/78,Gorkhapatra 1978-7-25Y-78N-80,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Banke,Bheri,Terai,EPIDEMIC,Mid-Western Region,NEPALGANJ N.P.,07/04/80,Gorkhapatra 1980-7-5Y-80N-60,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Chitawan,Narayani,Terai,FLOOD,Central Region,JAGATPUR,07/23/78,Gorkhapatra 1978-7-25Y-78N-80,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kanchanpur,Mahakali,Terai,FLOOD,Far Western Region,CHANDANI,07/01/80,Gorkhapatra 1980-7-7Y-80N-62,1,0,0,1,0,0,0,588,0,0,0,0.0,0,0,0.0,Far-Western
Dang,Rapti,Terai,FLOOD,Mid-Western Region,,07/17/78,Gorkhapatra 1978-7-25Y-78N-80,1,0,0,0,10,5,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Dang,Rapti,Terai,FLOOD,Mid-Western Region,,07/17/78,Gorkhapatra 1978-7-25Y-78N-80,1,0,0,0,1,0,0,8,0,0,0,0.0,0,0,0.0,Mid-Western
Sarlahi,Janakpur,Terai,FLOOD,Central Region,,07/25/78,Gorkhapatra 1978-7-26Y-78N-81,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dang,Rapti,Terai,FLOOD,Mid-Western Region,HAPUR,07/23/78,Gorkhapatra 1978-7-26Y-78N81,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,KATHMANDU METROPOLITAN CITY,07/26/78,Gorkhapatra 1978-7-27Y-78N-82,1,0,0,0,0,0,0,874,0,0,0,0.0,0,0,0.0,Central
Nuwakot,Bagmati,Hill,EPIDEMIC,Central Region,,07/26/78,Gorkhapatra 1978-7-27Y-78N-82,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Banke,Bheri,Terai,FLOOD,Mid-Western Region,,07/27/78,Godrkhapatra1978-7-28Y-78N-83,1,0,0,0,0,0,0,168,0,0,0,0.0,0,0,0.0,Mid-Western
Siraha,Sagarmatha,Terai,FIRE,Eastern Region,Sukhipur,07/25/78,Gorkhapatra 1978-7-28Y-78N-83,1,0,0,0,71,0,0,29,0,0,0,119000.0,0,0,0.0,Eastern
Baglung,Dhawalagiri,Hill,LANDSLIDE,Western Region,BATAKACHAUR,07/28/78,Gorkhapatra 1978-7-29Y-78N-84,1,5,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Western
Lalitpur,Bagmati,Hill,EPIDEMIC,Central Region,Harisiddhi,07/28/78,Gorkhapatra 1978-7-30Y-78N-85,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Lalitpur,Bagmati,Hill,EPIDEMIC,Central Region,,07/28/78,Gorkhapatra 1978-7-30Y-78N85,1,13,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Jhapa,Mechi,Terai,FLOOD,Eastern Region,SURUNGA,07/29/78,Gorkhapatra 1978-7-30Y-78N-85,1,0,0,0,0,0,0,11,0,0,0,0.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FLOOD,Eastern Region,BHUDHABARE,07/29/78,Gorkhapatra 1978-7-30Y-78N-85,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Ilam,Mechi,Hill,FIRE,Eastern Region,NAMSALIN,01/08/80,Gorkhapatra 1980-1-9 Y-79 N-241,1,0,0,0,1,0,0,0,0,0,0,20000.0,0,0,0.0,Eastern
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,RAMKOT,07/27/78,Gorkhapatra 1978-8-1Y-78N-87,1,1,3,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,FIRE,Western Region,,01/18/80,Gorkhapatra 1980-1-20 Y-79 N-252,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Western
Morang,Kosi,Terai,FIRE,Eastern Region,,01/19/80,Gorkhapatra 1980-1-20 Y-79 N-252,1,0,0,0,0,0,0,222,0,0,0,0.0,0,0,0.0,Eastern
Chitawan,Narayani,Terai,FLOOD,Central Region,PADMPUR,07/16/78,Gorkhapatra 1978-8-2Y-78N-88,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Chitawan,Narayani,Terai,FLOOD,Central Region,BACHHEULI,07/16/78,Gorkhapatra 1978-8-2Y-78N-88,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Makwanpur,Narayani,Hill,EXPLOSION,Central Region,HETAUDA MUNICIPALITY,02/06/80,Gorkhapatra 1980-2-9 Y-79 N-272,1,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Chitawan,Narayani,Terai,FLOOD,Central Region,MEGHAULI,07/16/78,Gorkhapatra 1987-8-2Y-78N-88,1,0,0,0,0,0,0,0,170,170,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,FIRE,Western Region,DHIKURPOKHARI,02/08/80,Gorkhapatra 1980-2-9 Y-79 N-272,1,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dang,Rapti,Terai,STRUCT.COLLAPSE,Mid-Western Region,,02/09/80,Gorkhapatra 1980-2-10 Y-79 N-273,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Chitawan,Narayani,Terai,FLOOD,Central Region,,07/16/78,Gorkhapatra 1978-8-2Y-78N-88,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Banke,Bheri,Terai,FLOOD,Mid-Western Region,,07/29/78,Gorkhapatra 1978-8-2Y-78N-88,1,0,0,0,0,0,0,306,0,0,0,60000.0,0,0,0.0,Mid-Western
Nuwakot,Bagmati,Hill,FLOOD,Central Region,,07/30/78,Gorkhapatra 1978-8-3Y-78N-89,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,KALAYAMPUR,02/16/80,Gorkhapatra 1980-2-17 Y-79 N-280,1,0,0,0,11,0,0,54,0,0,0,112000.0,0,0,0.0,Eastern
Nuwakot,Bagmati,Hill,LANDSLIDE,Central Region,,08/05/78,Gorkhapatra 1978-8-10Y-78N-96,1,5,10,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,FLOOD,Western Region,DANGSING,08/09/78,Gorkhapatra 1978-8-10Y-78N-96,1,0,0,0,3,0,0,143,0,0,0,555000.0,0,0,0.0,Western
Kapilbastu,Lumbini,Terai,FLOOD,Western Region,,08/07/78,Gorkhapatra 1978-8-10Y-78N-96,1,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0.0,Western
Sarlahi,Janakpur,Terai,FLOOD,Central Region,HATHIAUL,08/08/78,Gorkhapatra 1978-8-12Y-78N-98,1,0,0,0,50,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sarlahi,Janakpur,Terai,FLOOD,Central Region,,08/08/78,Gorkhapatra 1978-8-12Y-78N-98,1,0,0,0,40,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sarlahi,Janakpur,Terai,FLOOD,Central Region,CHHATAUNA,08/08/78,Gorkhapatra 1978-8-12Y-78N-98,1,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sarlahi,Janakpur,Terai,FLOOD,Central Region,LAKSMIPUR (KO),08/08/78,Gorkhapatra 1978-8-12Y-78N-98,1,0,0,0,35,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sarlahi,Janakpur,Terai,FLOOD,Central Region,SUNDARPUR,08/08/78,Gorkhapatra 1978-8-12Y-78N-96,1,0,0,0,12,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sarlahi,Janakpur,Terai,FLOOD,Central Region,JAMUNIYA,08/08/78,Gorkhapatra 1978-8-12Y-78N-98,1,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,,08/09/78,Gorkhapatra 1978-8-12Y-78N-98,1,2,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,KATHMANDU METROPOLITAN CITY,08/09/78,Gorkhapatra 1978-8-12Y-78N-98,1,3,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,,08/09/78,Gorkhapatra 1978-8-12Y-78N-98,1,2,0,0,0,1,0,0,0,0,0,30000.0,0,0,0.0,Central
Sindhupalchok,Bagmati,Mountain,STRUCT.COLLAPSE,Central Region,,08/10/78,Gorkhapatra 1978-8-15Y-78N-101,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sarlahi,Janakpur,Terai,EPIDEMIC,Central Region,BHAWANIPUR,08/10/78,Gorkhapatra 1978-8-15Y-78N-101,1,0,0,0,0,0,0,17,0,0,0,0.0,0,0,0.0,Central
Sarlahi,Janakpur,Terai,EPIDEMIC,Central Region,MANPUR,08/18/78,Gorkhapatra 1978-8-19Y-78N-105,1,14,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,EPIDEMIC,Central Region,,08/19/78,Gorkhapatra 1978-8-20Y-78N-106,1,5,0,0,0,0,0,45,0,0,0,0.0,0,0,0.0,Central
Gulmi,Lumbini,Hill,PLAGUE,Western Region,,08/22/78,Gorkhapatra 1978-8-23Y-78N-109,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dang,Rapti,Terai,FLOOD,Mid-Western Region,CHAILAHI,08/23/78,Gorkhapatra 1978-8-25Y-78N-111,1,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Kavre,Bagmati,Hill,EPIDEMIC,Central Region,PANUTI  MUNICIPALITY,08/28/78,Gorkhapatra 1978-8-29Y-78N-115,1,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,EPIDEMIC,Central Region,JAISITHOK MANDAN,08/28/78,Gorkhapatra 1978-8-29Y-78N-115,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sindhupalchok,Bagmati,Mountain,LANDSLIDE,Central Region,Petku,08/10/78,Gorkhapatra 1978-8-30Y-78N-116,1,7,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sindhupalchok,Bagmati,Mountain,LANDSLIDE,Central Region,Tauthali,08/10/78,Gorkhapatra 1978-8-30Y-78N-116,1,9,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sindhupalchok,Bagmati,Mountain,LANDSLIDE,Central Region,Tauthali,08/10/78,Gorkhapatra 1978-8-30Y-78N116,1,3,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sindhupalchok,Bagmati,Mountain,LANDSLIDE,Central Region,Sangachok,08/10/78,Gorkhapatra 1978-8-30Y-78N-116,1,0,0,0,5,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,PACHRUKHI,08/29/78,Gorkhapatra 1978-8-30Y-78N-116,1,11,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,MATSARI,08/29/78,Gorkhapatra 1978-8-30Y-78N-116,1,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,HAJMINIYA,08/29/78,Gorkhapatra 1978-8-30Y-78N-116,1,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,HAJMINIYA,08/29/78,Gorkhapatra 1978-8-30Y78N-116,1,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,HAJMINIYA,08/29/78,Gorkhapatra 1978-8-30Y-78N-116,1,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,HAJMINIYA,08/29/78,Gorkhapatra 1978-8-30Y-78N-116,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,HAJMINIYA,08/29/78,Gorkhapatra 1978-8-30Y-78N-116,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,HAJMINIYA,08/29/78,Gorkhapatra 1978-8-30Y-78N-116,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,HAJMINIYA,08/29/78,Gorkhapatra 1978-8-30Y-78N-116,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,HAJMINIYA,08/29/78,Gorkhapatra 1978-8-30Y-78N-116,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,KARUNIVA,08/29/78,Gorkhapatra 1978-8-30Y-78N-116,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,INERWA,08/29/78,Gorkhapatra 1978-8-30Y-78N-116,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Nuwakot,Bagmati,Hill,LANDSLIDE,Central Region,CHAUGHADA,08/08/78,Gorkhapatra 1978-8-31Y-78N-117,1,4,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Nuwakot,Bagmati,Hill,LANDSLIDE,Central Region,KAKANI,08/24/78,Gorkhapatra 1978-8-31Y-78N-117,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Lalitpur,Bagmati,Hill,FIRE,Central Region,Malta,01/07/82,Gorkhapatra 1982-1-8Y-81N-243,1,0,0,0,0,0,0,6,0,0,0,0.0,0,0,0.0,Central
Dhading,Bagmati,Hill,LANDSLIDE,Central Region,MAHADEVSTHAN,07/13/82,Gorkhapatra 1982-7-16Y-82N-71,1,19,3,1,0,0,0,68,0,0,0,0.0,0,0,0.0,Central
Banke,Bheri,Terai,FIRE,Mid-Western Region,NEPALGANJ N.P.,01/10/82,Gorkhapatra 1982-1-12Y-81N-246,1,0,0,0,1,0,0,6,0,0,0,0.0,0,0,0.0,Mid-Western
Lamjung,Gandaki,Hill,LANDSLIDE,Western Region,DHODENI,07/04/82,Gorkhapatra 1982-7-16Y-82N-71,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dolpa,Karnali,Mountain,EPIDEMIC,Mid-Western Region,KAIGAUN,03/02/83,Gorkhapatra 1982-3-3Y-81N-286,1,82,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Rupandehi,Lumbini,Terai,FIRE,Western Region,BUTAWAL_NP,01/11/82,Gorkhapatra 1982-1-16Y-81N-251,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Salyan,Rapti,Hill,EPIDEMIC,Mid-Western Region,,07/11/82,Gorkhapatra 1982-7-17Y-82N-72,1,11,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,HARDIYA,02/12/83,Gorkhapatra 1983-2-14Y-82N-278,1,0,0,0,57,0,0,0,0,0,0,1200000.0,0,0,0.0,Eastern
Kailali,Seti,Terai,FIRE,Far Western Region,DHANGADHI MUNICIPALITY,01/16/82,Gorkhapatra 1982-1-19Y-81N-253,1,0,0,0,3,0,0,0,0,0,0,10000000.0,0,0,0.0,Far-Western
Salyan,Rapti,Hill,EPIDEMIC,Mid-Western Region,SUIKOT,07/11/82,Gorkhapatra 1982-7-17Y-82N-72,1,28,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sarlahi,Janakpur,Terai,FIRE,Central Region,RANIGANJ,1983/2/30,Gorkhapatra 1983-3-2Y-82N-294,1,0,0,0,20,0,0,0,0,0,0,100000.0,0,0,0.0,Central
Ilam,Mechi,Hill,DROUGHT,Eastern Region,,07/16/82,Gorkhapatra 1982-7-18Y-82N-73,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,BORIYA,01/18/82,Gorkhapatra 1982-1-19Y-81N-253,1,0,0,0,26,0,0,143,0,0,0,300000.0,0,0,0.0,Eastern
Kaski,Gandaki,Hill,FIRE,Western Region,POKHARA_SMP,01/18/82,Gorkhapatra 1982-1-19Y-81N-253,1,0,0,0,0,1,0,6,0,0,0,1500.0,0,0,0.0,Western
Kailali,Seti,Terai,FIRE,Far Western Region,KHAILAD,07/08/82,Gorkhapatra 1982-7-18Y-82N-73,1,0,0,0,22,0,0,123,0,0,0,150000.0,0,0,0.0,Far-Western
Darchaula,Mahakali,Mountain,HAIL STORM,Far Western Region,Khalanga,1983/2/30,Gorkhapatra 1983-3-2Y-82N-294,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Dhading,Bagmati,Hill,LANDSLIDE,Central Region,SEMJONG,07/09/82,Gorkhapatra 1982-7-18Y-82N-75,1,14,0,0,1,0,0,0,84,0,0,15000.0,0,0,0.0,Central
Banke,Bheri,Terai,FIRE,Mid-Western Region,PHATTEPUR,03/07/83,Gorkhapatra 1983-3-8Y-82N-300,1,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sarlahi,Janakpur,Terai,FIRE,Central Region,,01/19/82,Gorkhapatra 1982-1-20Y-81N-254,1,1,0,0,9,0,0,0,0,0,0,150000.0,0,0,0.0,Central
Bhojpur,Kosi,Hill,LANDSLIDE,Eastern Region,RANIBAS,07/04/83,Gorkhapatra 1983-7-16 Y-83 N-71,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Sarlahi,Janakpur,Terai,FIRE,Central Region,DHANKAUL (PA),01/24/82,Gorkhapatra 1982-1-26Y-81N-260,1,1,0,0,0,9,0,0,0,0,0,150000.0,0,0,0.0,Central
Dhading,Bagmati,Hill,LANDSLIDE,Central Region,LAPA,07/09/82,Gorkhapatra 1982-7-20Y-82N-75,1,15,0,6,0,0,0,0,0,0,0,600000.0,0,0,0.0,Central
Banke,Bheri,Terai,FIRE,Mid-Western Region,BAGESHWORI,03/07/83,Gorkhapatra 1983-3-7Y-82N-300,1,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Kaski,Gandaki,Hill,FIRE,Western Region,POKHARA_SMP,01/31/82,Gorkhapatra 1982-1-26Y-81N-260,1,1,0,0,1,0,0,0,0,0,0,200000.0,0,0,0.0,Western
Kathmandu,Bagmati,Hill,FLOOD,Central Region,KATHMANDU METROPOLITAN CITY,07/18/83,Gorkhapatra 1983-7-18 Y-83 N-73,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Baglung,Dhawalagiri,Hill,EPIDEMIC,Western Region,JALJALA,03/11/83,Gorkhapatra 1983-3-12Y-82N-304,1,25,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Sarlahi,Janakpur,Terai,RAINS,Central Region,BARAHATHAWA,07/10/82,Gorkhapatra 1982-7-22Y-82N-77,1,0,0,0,0,0,0,572,0,0,0,0.0,0,0,0.0,Central
Gorkha,Gandaki,Hill,THUNDERSTORM,Western Region,BARPAK,12/26/83,Gorkhapatra 1984-1-4 Y-83N-235,1,2,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dhanusa,Janakpur,Terai,EPIDEMIC,Central Region,Janakpur Municipality,03/15/83,Gorkhapatra 1983-3-16Y-82N-308,1,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dolakha,Janakpur,Mountain,LANDSLIDE,Central Region,Lakuridada,07/18/82,Gorkhapatra 1982-7-24Y-82N-79,1,6,2,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Central
Pyuthan,Rapti,Hill,FIRE,Mid-Western Region,BELWASPUR,03/18/83,Gorkhapatra 1983-3-19Y-82N-311,1,0,0,0,26,0,0,0,0,0,0,800000.0,0,0,0.0,Mid-Western
Morang,Kosi,Terai,FIRE,Eastern Region,Biratnagar Municipality,02/02/82,Gorkhapatra 1982-2-3Y-81N-258,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Sindhupalchok,Bagmati,Mountain,PLAGUE,Central Region,Sangachok,07/20/82,Gorkhapatra 1982-7-25Y-82N-80,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Morang,Kosi,Terai,EXPLOSION,Eastern Region,Biratnagar Municipality,01/11/84,Gorkhapatra 1983-1-4 Y-83N-243,1,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Pyuthan,Rapti,Hill,FIRE,Mid-Western Region,MANJHAKOT,03/18/83,Gorkhapatra 1983-3-19Y-82N-311,1,0,0,0,1,0,0,0,0,0,0,10000.0,0,0,0.0,Mid-Western
Morang,Kosi,Terai,FIRE,Eastern Region,Biratnagar Municipality,02/06/82,Gorkhapatra 1982-2-7Y-81N-262,1,0,0,0,10,0,0,0,0,0,0,225000.0,0,0,0.0,Eastern
Taplejung,Mechi,Mountain,LANDSLIDE,Eastern Region,,07/24/82,Gorkhapatra 1982-7-25Y-82N-80,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Lamjung,Gandaki,Hill,LANDSLIDE,Western Region,TAKSAR,04/14/83,Gorkhapatra 1983-1-20 y-83 N-74,1,15,2,2,0,1,0,0,0,0,0,0.0,0,0,0.0,Western
Doti,Seti,Hill,EPIDEMIC,Far Western Region,LATAMANDAU (A),03/18/83,Gorkhapatra 1983-3-19Y-82N-311,1,12,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Morang,Kosi,Terai,FIRE,Eastern Region,Biratnagar Municipality,02/06/82,Gorkhapatra 1982-2-7Y-81N-262,1,0,0,0,6,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Bhojpur,Kosi,Hill,LANDSLIDE,Eastern Region,,07/26/82,Gorkhapatra 1982-7-28Y-82N-83,1,4,0,2,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Dhanusa,Janakpur,Terai,EPIDEMIC,Central Region,Janakpur Municipality,03/19/83,Gorkhapatra 1983-3-21Y-82N-313,1,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rupandehi,Lumbini,Terai,LANDSLIDE,Western Region,,07/16/83,Gorkhapatra 1983-7-19 Y-83 N-74,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Morang,Kosi,Terai,PLAGUE,Eastern Region,Rajghat,01/11/84,Gorkhapatra 1984-1-12,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
