district,Zone,Geographical Region,Disaster,region,village,Date,Source,Data Cards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses USD,Losses Local,Education centers,Hospitals,Damages in crops Ha.,Region
Kathmandu,Bagmati,Hill,STRUCT.COLLAPSE,Central Region,KATHMANDU METROPOLITAN CITY,10/22/06,Kantipur 14 243 06-10-23,1.0,0,10,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Central
Parbat,Dhawalagiri,Hill,THUNDERSTORM,Western Region,PAKHAPANI,10/27/06,Kantipur 14 243 06-10-28,1.0,1,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Banke,Bheri,Terai,EPIDEMIC,Mid-Western Region,,10/30/06,Kantipur 14 249 06-10-31,1.0,23,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Banke,Bheri,Terai,EPIDEMIC,Mid-Western Region,PIPRAHAWA,10/30/06,Kantipur 14 249 06-10-31,1.0,11,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Banke,Bheri,Terai,EPIDEMIC,Mid-Western Region,GANGAPUR,10/30/06,Kantipur 14 249 06-10-31,1.0,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Banke,Bheri,Terai,EPIDEMIC,Mid-Western Region,NARAINAPUR,10/30/06,Kantipur 14 249 06-10-31,1.0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Banke,Bheri,Terai,EPIDEMIC,Mid-Western Region,HOLIA,10/30/06,Kantipur 14 249 06-10-31,1.0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Banke,Bheri,Terai,EPIDEMIC,Mid-Western Region,NARAINAPUR,10/30/06,Kantipur 14 249 06-10-31,1.0,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Khotang,Sagarmatha,Hill,PLAGUE,Eastern Region,,11/08/06,Kantipur 14 258 06-11-09,1.0,0,0,0,0,0,0,0,0,0,0,2000000.0,0,0,0.0,Eastern
Bara,Narayani,Terai,EPIDEMIC,Central Region,HARAIYA,11/09/06,Kantipur 14 259 06 -11-10,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Baglung,Dhawalagiri,Hill,EPIDEMIC,Western Region,,11/11/06,Kantipur 14 261 06-11-12,1.0,0,0,0,0,0,0,72,0,0,0,0.0,0,0,0.0,Western
Bardiya,Bheri,Terai,EPIDEMIC,Mid-Western Region,DHADHAWAR,11/03/06,Kantipur 14 253 06-11-04,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Dhanusa,Janakpur,Terai,EPIDEMIC,Central Region,Yagnyabhumi,11/03/06,Kantipur 14 253 06-11-04,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Solukhumbu,Sagarmatha,Mountain,AVALANCHE,Eastern Region,Khumjung,11/15/06,Kantipur 14 256 06-11-16,1.0,0,0,6,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Banke,Bheri,Terai,EPIDEMIC,Mid-Western Region,,11/05/06,Kantipur 14 255 06-11-06,1.0,32,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sankhuwasabha,Kosi,Mountain,STRUCT.COLLAPSE,Eastern Region,Khadbari Municipali,11/06/06,Kantipur 14 256 06-11-07,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Kapilbastu,Lumbini,Terai,EPIDEMIC,Western Region,BARAKULPUR,11/06/06,Kantipur 14 256 06-11-07,1.0,3,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,SAKHUAWA,11/07/06,Kantipur 14 257 06-11-08,1.0,3,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Makwanpur,Narayani,Hill,EPIDEMIC,Central Region,HETAUDA MUNICIPALITY,11/07/06,Kantipur 14 257 06-11-08,1.0,0,0,0,0,0,0,12,0,0,0,0.0,0,0,0.0,Central
Ramechhap,Janakpur,Hill,EPIDEMIC,Central Region,Manthali,11/04/06,Kantipur 14 254 06-11-05,1.0,0,0,0,0,0,0,150,0,0,0,0.0,0,0,0.0,Central
Baglung,Dhawalagiri,Hill,EPIDEMIC,Western Region,,11/11/06,Kantipur 14 261 page 3 06-11-12,1.0,0,0,0,0,0,0,72,0,0,0,0.0,0,0,0.0,Western
Sankhuwasabha,Kosi,Mountain,EPIDEMIC,Eastern Region,Num,11/14/06,Kantipur 14 264 06-11-15,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Rasuwa,Bagmati,Mountain,FIRE,Central Region,Dhunche,11/14/06,Kantipur 14 264 06-11-15,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Achham,Seti,Hill,COLD WAVE,Far Western Region,KHAPTAD,11/16/06,Kantipur 14 266 page 5 06-11-17,1.0,2,0,0,0,0,0,234,0,0,0,0.0,0,0,0.0,Far-Western
Makwanpur,Narayani,Hill,PLAGUE,Central Region,KALIKATAR,11/16/06,Kantipur 14 266 06-11-17,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bara,Narayani,Terai,COLD WAVE,Central Region,,11/21/06,Kantipur 14 271 Page 5 06-11-22,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bara,Narayani,Terai,EPIDEMIC,Central Region,AMARPATTI,11/21/06,Kantipur 14 271 page 5 06-11-22,1.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dolakha,Janakpur,Mountain,FIRE,Central Region,Jhaku,11/20/06,Kantipur 14 272 Page 5 06-11-23,1.0,1,0,0,1,0,0,0,0,0,0,150000.0,0,0,0.0,Central
Kavre,Bagmati,Hill,EPIDEMIC,Central Region,,11/25/06,kantipur 14 275 Page 5 06-11-26,1.0,0,55,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,PORTAHA,11/25/06,Kantipur 14 276 Page 5 06-11-27,1.0,0,0,0,28,0,0,0,0,0,0,5000000.0,0,0,0.0,Eastern
Siraha,Sagarmatha,Terai,FIRE,Eastern Region,Kabilasi,11/26/06,Kantipur 14 277 page 9 06-11-28,1.0,0,0,0,6,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Gulmi,Lumbini,Hill,HAIL STORM,Western Region,ARLANKOT,11/02/06,Gorakhapatra 106 172 page 7 06-11-03,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Rupandehi,Lumbini,Terai,FIRE,Western Region,DHAMAULI,11/05/06,Gorakhapatra 106 176 06-11-07,1.0,0,1,0,1,0,0,0,0,0,0,500000.0,0,0,0.0,Western
Rautahat,Narayani,Terai,EPIDEMIC,Central Region,SAKHUAWA,11/06/06,Gorakhapatra 106 176 06-11-07,1.0,3,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dhading,Bagmati,Hill,EPIDEMIC,Central Region,KUMPUR,11/09/06,Gorakhapatra 106 107 page 12 06-11-10,1.0,0,0,0,0,0,0,0,0,0,0,200000.0,0,0,0.44,Central
Parbat,Dhawalagiri,Hill,FIRE,Western Region,KARKINETA,11/10/06,Gorakhapatra 106 180 Page 10,1.0,0,0,0,1,0,0,0,0,0,0,200000.0,0,0,0.0,Western
Khotang,Sagarmatha,Hill,FIRE,Eastern Region,Phaktang,11/08/06,Gorakhapatra 106 180 06-11-11,1.0,0,1,0,0,1,0,0,0,0,0,300000.0,0,0,0.0,Eastern
Taplejung,Mechi,Mountain,HAIL STORM,Eastern Region,KHOKLING,11/13/06,Gorakhapatra 106 183 06-11-14,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2000.0,Eastern
Nawalparasi,Lumbini,Terai,COLD WAVE,Western Region,SHIVAMANDIR,11/17/06,Gorakhapatra 105 187 06-11-18,1.0,3,80,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,PORTAHA,11/25/06,Gorakhapatra 106 195 06-11-26,1.0,0,0,0,74,0,0,0,140,0,0,5000000.0,0,0,0.0,Eastern
Baglung,Dhawalagiri,Hill,THUNDERSTORM,Western Region,NISI,11/26/06,Gorakhapatra 106 196 06-11-27,1.0,0,0,0,0,0,0,0,0,0,0,120000.0,0,0,0.0,Western
Dang,Rapti,Terai,FIRE,Mid-Western Region,HALWAR,11/27/06,Gorakhapatra 106 198 06-11-29,1.0,1,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Dailekh,Bheri,Hill,PLAGUE,Mid-Western Region,,11/29/06,Gorakhapatra 106 199 06-11-30,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.3,Mid-Western
Bajura,Seti,Mountain,COLD WAVE,Far Western Region,Barabise,12/17/06,Kantipur 14 297 06-12-18,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Panchthar,Mechi,Hill,FIRE,Eastern Region,NAGI,11/23/06,Gorkhapatra 106-193 2006-11-24,1.0,0,0,0,1,0,0,0,0,0,0,1428000.0,0,0,0.0,Eastern
Kailali,Seti,Terai,COLD WAVE,Far Western Region,SAHAJPUR,12/28/06,Kantipur 14 308 06-12-29,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Humla,Karnali,Mountain,BOAT CAPSIZE,Mid-Western Region,SRINAGAR,12/29/06,Kantipur 14 309 06-12-30,1.0,0,0,3,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sankhuwasabha,Kosi,Mountain,FIRE,Eastern Region,Khadbari Municipali,12/29/06,Kantipur 14 310 06-12-31,1.0,0,0,0,0,0,0,0,0,0,0,300000.0,0,0,0.0,Eastern
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,12/06/06,Gorakhapatra 106 206 06-12-07,1.0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,12/06/06,Gorakhapatra 106 206 06-12-07,1.0,0,0,0,1,0,0,0,0,0,0,25000.0,0,0,0.0,Central
Sindhuli,Janakpur,Hill,FIRE,Central Region,Hariharpur Gadhi,12/08/06,Gorakhapatra 106 208 06-12-09,1.0,2,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Makwanpur,Narayani,Hill,THUNDERSTORM,Central Region,HARNAMADI,12/11/06,Gorakhapatra 106 211 Page 12 06-12-12,1.0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Taplejung,Mechi,Mountain,SNOW STORM,Eastern Region,,12/12/06,Gorakhapatra 106 212 06-12-13,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1900.0,Eastern
Achham,Seti,Hill,PLAGUE,Far Western Region,KHAPTAD,12/15/06,Gorakhapata 106 215 06-12-16,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Dhankuta,Kosi,Hill,SNOW STORM,Eastern Region,,12/15/06,Gorakhapatra 106 215 06-12-16,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Dhading,Bagmati,Hill,FIRE,Central Region,NILKANTHA,12/15/06,Gorakhapatra 106 215 06-12-16,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Saptari,Sagarmatha,Terai,COLD WAVE,Eastern Region,BAIRAWA,12/17/06,Gorakhapatra 106 217 Page 12 06-12-17,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Morang,Kosi,Terai,FIRE,Eastern Region,Sanischare,01/01/07,Gorkhapatra 106 232 07-01-02,1.0,0,0,0,0,0,0,0,0,0,0,1000000.0,0,0,0.0,Eastern
Makwanpur,Narayani,Hill,COLD WAVE,Central Region,,01/02/07,Gorkhapatra 106 232 07-01-02,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Morang,Kosi,Terai,COLD WAVE,Eastern Region,Biratnagar Municipality,01/02/07,Gorkhapatra 106 232 2007-1-02,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Terhathum,Kosi,Hill,COLD WAVE,Eastern Region,,01/02/07,Gorkhapatra 106 233 Pg. 12 2007-01-03,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Rautahat,Narayani,Terai,COLD WAVE,Central Region,BARIYARPUR,01/03/07,Gorkhapatra 106 234 2007-01-06,1.0,9,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Mahottari,Janakpur,Terai,COLD WAVE,Central Region,Parsa Patauli,01/03/07,Gorkhapatra 106 234 2007-01-04,1.0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Saptari,Sagarmatha,Terai,COLD WAVE,Eastern Region,,01/02/07,Gorkhapatra 106234 2007-01-04,1.0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Siraha,Sagarmatha,Terai,COLD WAVE,Eastern Region,Siraha Municapility,01/03/07,Gorkhapatra 106 234 Pg.12 2007-01-04,1.0,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Makwanpur,Narayani,Hill,COLD WAVE,Central Region,,01/05/07,Gorkhapatra 106235Pg 12 2007-01-05,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Jhapa,Mechi,Terai,COLD WAVE,Eastern Region,ANARMANI,01/04/07,Gorkhapatra 106 235 2007-01-05,1.0,1,0,0,0,0,0,0,0,0,0,0.0,6,0,0.0,Eastern
Kapilbastu,Lumbini,Terai,COLD WAVE,Western Region,,01/05/07,Gorkhapatra 106 235 2007-01-06,1.0,4,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dhankuta,Kosi,Hill,COLD WAVE,Eastern Region,,01/05/07,Gorkhapatra 106 236 2007-01-06,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Siraha,Sagarmatha,Terai,COLD WAVE,Eastern Region,Sarswar,01/04/07,Gorkhapatra 106 236 2007-01-06,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Rautahat,Narayani,Terai,COLD WAVE,Central Region,GANGAPIPARA,01/05/07,Gorkhapatra 106 236 2007-01-06,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rautahat,Narayani,Terai,COLD WAVE,Central Region,BARIYARPUR,01/05/07,Gorkhapatra 106 236 2007-01-06,1.0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sunsari,Kosi,Terai,COLD WAVE,Eastern Region,Itahari Municipality,01/06/07,Gorkhapatra 106 236 2007-01-06,1.0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Parsa,Narayani,Terai,COLD WAVE,Central Region,Birgunj Municipality,01/06/07,Gorkhapatra 106 237 2007-01-07,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dhanusa,Janakpur,Terai,COLD WAVE,Central Region,Janakpur Municipality,01/06/07,Gorkhapatra 106 237 2007-01-07,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Sunsari,Kosi,Terai,COLD WAVE,Eastern Region,Ghuski',01/06/07,Gorkhapatra 106 237 2007-01-07,1.0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Saptari,Sagarmatha,Terai,COLD WAVE,Eastern Region,BHARDAHA,01/06/07,Gorkhapatra 106 237 2007-01-07,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Morang,Kosi,Terai,COLD WAVE,Eastern Region,,01/07/07,Gorkhapatra 106 238 2007-01-08,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,3000.0,Eastern
Sunsari,Kosi,Terai,FIRE,Eastern Region,Ramnagar,01/13/07,Gorkhapatra 106 244 2007-01-14,1.0,0,0,0,4,0,0,0,0,0,0,400000.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,GARAMANI,01/11/07,Gorkhapatra 106 244 2007-01-14,1.0,0,0,0,0,0,0,0,0,0,0,100000.0,0,0,0.0,Eastern
Sunsari,Kosi,Terai,FIRE,Eastern Region,Inaruwa Municipality,01/14/07,Gorkhapatra 106 247 2007-01-15,1.0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Taplejung,Mechi,Mountain,LANDSLIDE,Eastern Region,,01/15/07,Gorkhapatra 106 249 2007-01-19,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Humla,Karnali,Mountain,EPIDEMIC,Mid-Western Region,,01/20/07,http:/Gorkhapatra 106 251 2007-01-21,1.0,0,0,0,0,0,0,50,0,0,0,0.0,0,0,0.0,Mid-Western
Kaski,Gandaki,Hill,OTHER,Western Region,ARMALA,01/24/07,Gorkhapatra 106 255 2007-01-25,1.0,0,0,0,0,0,0,0,0,0,0,1000000.0,0,0,0.0,Western
Dailekh,Bheri,Hill,FAMINE,Mid-Western Region,,01/25/07,Gorkhapatra 106 255 2007-01-25,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Banke,Bheri,Terai,PLAGUE,Mid-Western Region,MATEHIYA,01/27/07,Gorkhapatra 106 258 2007-01-28,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Dailekh,Bheri,Hill,FIRE,Mid-Western Region,AWAL PARAJUL,01/25/07,Gorkhapatra 106 261 2007-01-31,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Bara,Narayani,Terai,COLD WAVE,Central Region,,01/01/07,Kantipur 311 2007-01-01,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Parbat,Dhawalagiri,Hill,COLD WAVE,Western Region,,01/03/07,Kantipur 314 2007-01-04,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Lalitpur,Bagmati,Hill,FIRE,Central Region,Lalitpur Municipality,01/17/07,Kantipur 328 2007-01-18,1.0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,01/18/07,Kantipur 329 2007-01-19,1.0,0,0,0,0,2,0,0,0,0,0,135000.0,0,0,0.0,Central
Morang,Kosi,Terai,FIRE,Eastern Region,Sundarpur,02/03/07,Gorkhapatra 265 2007-02-04,1.0,0,0,0,0,0,0,0,0,0,0,1000000.0,0,0,0.0,Eastern
Morang,Kosi,Terai,FIRE,Eastern Region,Kerabari,02/03/07,Gorkhapatra 265 2007-02-04,1.0,0,0,0,1,0,0,0,0,0,0,500000.0,0,0,0.0,Eastern
Darchaula,Mahakali,Mountain,LANDSLIDE,Far Western Region,Khar,02/03/07,Gorkhapatra 266 2007-02-05,1.0,2,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Arghakhanchi,Lumbini,Hill,FIRE,Western Region,BAGI,02/04/07,Gorkhapatra 268 2007-02-07,1.0,0,0,0,1,1,0,0,0,0,0,500000.0,0,0,0.0,Western
Rasuwa,Bagmati,Mountain,SNOW STORM,Central Region,,01/06/07,Gorkhapatra 268 2007-02-07,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Taplejung,Mechi,Mountain,RAINS,Eastern Region,,02/06/07,Gorkhapatra 268 2007-02-07,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Rautahat,Narayani,Terai,FIRE,Central Region,CHANDRANIGAHPUR,02/04/07,Gorkhapatra 239 2007-02-07,1.0,0,0,0,1,0,0,0,0,0,0,1000000.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,02/07/07,Gorkhapatra 239 Pg-12 2007-02-08,1.0,0,0,0,0,0,0,0,0,0,0,500000.0,0,1,0.0,Central
Panchthar,Mechi,Hill,SNOW STORM,Eastern Region,,02/05/07,Gorkhapatra 269 pg.4 2007-02-08,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Myagdi,Dhawalagiri,Hill,EARTHQUAKE,Western Region,DARWANG,02/07/07,Gorkhapatra 269 2007-02-08,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,,02/06/07,Gorkhapatra 270 2007-02-09,1.0,0,0,0,10,0,0,0,0,0,0,400000.0,0,0,0.0,Eastern
Ilam,Mechi,Hill,COLD WAVE,Eastern Region,,02/08/07,Gorkhapatra 271 2007-02-10,1.0,0,0,0,0,0,0,0,0,0,0,0.0,6,0,0.0,Eastern
Nawalparasi,Lumbini,Terai,COLD WAVE,Western Region,KOTTHAR,02/10/07,Gorkhapatra 272 2007-02-11,1.0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Kapilbastu,Lumbini,Terai,FIRE,Western Region,BIRPUR,02/11/07,Gorkhapatra 273 2007-02-12,1.0,0,0,0,0,1,0,0,0,0,0,5000000.0,0,0,0.0,Western
Saptari,Sagarmatha,Terai,EPIDEMIC,Eastern Region,BATHANAHA,02/12/07,Gorkhapatra 274 2007-02-13,1.0,0,5,0,0,0,0,40,0,0,0,0.0,0,0,0.0,Eastern
Sunsari,Kosi,Terai,ACCIDENT,Eastern Region,Chadwela,02/14/07,Gorkhapatra 276 2007-02-15,1.0,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Sunsari,Kosi,Terai,OTHER,Eastern Region,Chadwela,02/14/07,Gorkhapatra 276 2007-02-15,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,500.0,Eastern
Baitadi,Mahakali,Hill,SNOW STORM,Far Western Region,,02/14/07,Gorkhapatra 276 Pg.4 2007-02-15,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Mustang,Dhawalagiri,Mountain,SNOW STORM,Western Region,,02/14/07,Gorkhapatra 276 2007-02-15,1.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Makwanpur,Narayani,Hill,SNOW STORM,Central Region,DAMAN,02/14/07,Gorkhapatra 276 2007-02-15,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Taplejung,Mechi,Mountain,SNOW STORM,Eastern Region,LELEP,02/13/07,Gorkhapatra 276 2007-02-15,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Panchthar,Mechi,Hill,SNOW STORM,Eastern Region,PAUWASARANTAR,02/14/07,Gorkhapatra 276 2007-02-15,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Dadeldhura,Mahakali,Hill,SNOW STORM,Far Western Region,,02/13/07,Gorkhapatra 276 2007-02-15,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kavre,Bagmati,Hill,SNOW STORM,Central Region,,02/14/07,Gorkhapatra 276 2007-02-15,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Gulmi,Lumbini,Hill,SNOW STORM,Western Region,TAMGHAS,02/14/07,Gorkhapatra 276 2007-02-15,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dhading,Bagmati,Hill,SNOW STORM,Central Region,THAKRE,02/14/07,Gorkhapatra 276 2007-02-15,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Gulmi,Lumbini,Hill,LANDSLIDE,Western Region,DUBICHAUR,02/15/07,Gorkhapatra 277 2007-02-16,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Sunsari,Kosi,Terai,RAINS,Eastern Region,Inaruwa Municipality,02/15/07,Gorkhapatra 277 2007-02-16,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Parbat,Dhawalagiri,Hill,SNOW STORM,Western Region,,02/15/07,Gorkhapatra 277 2007-02-15,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Myagdi,Dhawalagiri,Hill,SNOW STORM,Western Region,DAGNAM,02/16/07,Gorkhapatra 278 2007-02-17,1.0,0,1,0,1,0,0,2800,0,0,0,1000000.0,0,0,0.0,Western
Baglung,Dhawalagiri,Hill,SNOW STORM,Western Region,BHAKUNDE,02/16/07,Gorkhapatra 278 2007-02-17,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Sindhupalchok,Bagmati,Mountain,FIRE,Central Region,,02/16/07,Gorkhapatra 278 2007-02-17,1.0,0,0,0,0,0,0,0,0,0,0,1500000.0,0,0,0.0,Central
Panchthar,Mechi,Hill,SNOW STORM,Eastern Region,SIDIN,02/16/07,Gorkhapatra 278 2007-02-17,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Ilam,Mechi,Hill,SNOW STORM,Eastern Region,NAYA  BAJAR,02/16/07,Gorkhapatra 278 2007-02-17,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Bhaktapur,Bagmati,Hill,SNOW STORM,Central Region,DADHIKOT,02/15/07,Gorkhapatra 278 2007-02-17,1.0,0,0,0,0,0,0,0,0,0,0,1000000.0,0,0,0.0,Central
Taplejung,Mechi,Mountain,SNOW STORM,Eastern Region,,02/16/07,Gorkhapatra 279 2007-02-18,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Saptari,Sagarmatha,Terai,COLD WAVE,Eastern Region,MALEKPUR,02/17/07,Gorkhapatra 279 2007-02-18,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Panchthar,Mechi,Hill,SNOW STORM,Eastern Region,MEMEN,02/18/07,Gorkhapatra 280 2007-02-19,1.0,0,0,8,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Nuwakot,Bagmati,Hill,AVALANCHE,Central Region,BHALCHE,02/18/07,Gorkhapatra 280 pg.3  2007-02-19,1.0,1,0,4,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Rupandehi,Lumbini,Terai,FIRE,Western Region,BUTAWAL_NP,02/19/07,Gorkhapatra 282 2007-02-21,1.0,0,0,0,0,1,0,0,0,0,0,100000.0,0,0,0.0,Western
Panchthar,Mechi,Hill,AVALANCHE,Eastern Region,CHYANTHAPU,02/20/07,Gorkhapatra 282 2007-02-21,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Panchthar,Mechi,Hill,AVALANCHE,Eastern Region,CHYANTHAPU,02/20/07,Gorkhapatra 282 2007-02-21,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Tanahu,Gandaki,Hill,EPIDEMIC,Western Region,DEURALI,02/25/07,Gorkhapatra 287 2007-02-26,1.0,0,0,0,0,0,0,50,0,0,0,0.0,0,0,0.0,Western
Jajarkot,Bheri,Hill,HAIL STORM,Mid-Western Region,Garkhakot,02/25/07,Gorkhapatra 287 2007-02-26,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sankhuwasabha,Kosi,Mountain,SNOW STORM,Eastern Region,Jaljala,02/03/07,Kantipur 346 2007-02-05,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
