district,Zone,Geographical Region,Disaster,region,village,Date,Source,Data Cards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses USD,Losses Local,Education centers,Hospitals,Damages in crops Ha.,Region
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,01/02/91,Gorkhapatra 1982-1-3Y-90N-235,1.0,0,11,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Bajura,Seti,Mountain,LANDSLIDE,Far Western Region,,09/14/83,Gorkhapatra 1983-9-15 Y-83 N-132,1.0,0,0,0,0,0,0,280,0,0,0,0.0,0,0,0.0,Far-Western
Kathmandu,Bagmati,Hill,FIRE,Central Region,THANKOT,01/03/91,Gorkhapatra 1982-1-10Y-90N-242,1.0,0,0,0,1,0,0,0,0,0,0,25000.0,0,0,0.0,Central
Bajura,Seti,Mountain,LANDSLIDE,Far Western Region,,09/14/83,Gorkhapatra 1983-9-15 Y-83 N-132,1.0,17,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Jumla,Karnali,Mountain,FLOOD,Mid-Western Region,TALIUM,06/22/83,Gorkhapatra 1984-7-7Y-84N-63,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Doti,Seti,Hill,LANDSLIDE,Far Western Region,GAGUDA,09/14/83,Gorkhapatra 1983-9-15 Y-83 N-132,1.0,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Lalitpur,Bagmati,Hill,RAINS,Central Region,Imadol,06/29/84,Gorkhapatra 1984-7-8Y-84N-64,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Parsa,Narayani,Terai,FIRE,Central Region,Birgunj Municipality,01/11/91,Gorkhapatra 1982-1-13Y-90N-245,1.0,0,0,0,0,1,0,0,0,0,0,350000.0,0,0,0.0,Central
Solukhumbu,Sagarmatha,Mountain,AVALANCHE,Eastern Region,Namche,03/27/84,Gorkhapatra 1984-3-28Y-83N-319,1.0,1,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Syangja,Gandaki,Hill,LANDSLIDE,Western Region,PUTALIDHET NP,07/10/84,Gorkhapatra 1984-7-14Y-84N-70,1.0,6,1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Western
Sunsari,Kosi,Terai,FIRE,Eastern Region,Dharan Municiplality,01/14/91,Gorkhapatra 1982-1-16Y-90N-243,1.0,2,0,0,4,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Saptari,Sagarmatha,Terai,FIRE,Eastern Region,RAJBIRAJ MUNICIPALITY,03/27/84,Gorkhapatra 1984-3-28Y-83N-319,1.0,0,0,0,1,0,0,0,0,0,0,70000.0,0,0,0.0,Eastern
Doti,Seti,Hill,LANDSLIDE,Far Western Region,,09/14/83,Gorkhapatra 1983-9-15 Y-83 N-132,1.0,1,0,0,0,100,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Ilam,Mechi,Hill,FIRE,Eastern Region,MAI   POKHARI,03/27/84,Gorkhapatra 1984-3-28Y-83N-319,1.0,0,0,0,0,1,0,0,0,0,0,15000.0,0,0,0.0,Eastern
Morang,Kosi,Terai,EXPLOSION,Eastern Region,Sanischare,01/24/91,Gorkhapatra 1982-1-25Y-90N-257,1.0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Ilam,Mechi,Hill,FIRE,Eastern Region,DANABARI,03/27/84,Gorkhapatra 1984-3-28Y-83N-319,1.0,0,0,0,0,1,0,0,0,0,0,9000.0,0,0,0.0,Eastern
Kanchanpur,Mahakali,Terai,FLOOD,Far Western Region,CHANDANI,10/18/83,Gorkhapatra 1983-9-15 Y-83 N-132,1.0,0,0,0,20,0,0,0,0,0,0,150000.0,0,0,135.0,Far-Western
Jhapa,Mechi,Terai,FLOOD,Eastern Region,LAKHANPUR,07/14/84,Gorkhapatra 1984-7-15Y-84N-71,1.0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Eastern
Siraha,Sagarmatha,Terai,FIRE,Eastern Region,Arnampur Pra.Pi.,01/14/91,Gorkhapatra 1982-1-27Y-90N-259,1.0,0,0,0,7,0,0,0,0,0,0,136000.0,0,0,0.0,Eastern
Sunsari,Kosi,Terai,FIRE,Eastern Region,Madhuwan,04/01/84,Gorkhapatra 1984-4-2Y-83N-324,1.0,0,0,0,0,0,0,0,0,0,0,22000.0,0,0,0.0,Eastern
Sunsari,Kosi,Terai,FLOOD,Eastern Region,Barahachhatra,09/13/83,Gorkhapatra 1983-9-21 Y-83 N-138,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Saptari,Sagarmatha,Terai,FLOOD,Eastern Region,RAJBIRAJ MUNICIPALITY,07/15/84,Gorkhapatra 1984-7-16Y-84N-73,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Solukhumbu,Sagarmatha,Mountain,FIRE,Eastern Region,,01/24/91,Gorkhapatra 1982-1-27Y-90N-259,1.0,0,0,0,1,0,0,0,0,0,0,600000.0,0,0,0.0,Eastern
Sunsari,Kosi,Terai,FIRE,Eastern Region,Panchakanya,04/01/84,Gorkhapatra 1984-4-2Y-83N-324,1.0,0,0,0,2,1,0,0,0,0,0,31000.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,FIRE,Eastern Region,SATASIDHAM,07/20/84,Gorkhapatra 1984-7-21Y-84N-77,1.0,0,0,0,1,0,0,0,0,0,0,18000.0,0,0,0.0,Eastern
Sankhuwasabha,Kosi,Mountain,SNOW STORM,Eastern Region,Nundhaki,01/19/91,Gorkhapatra 1982-1-30Y-90N-262,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Sankhuwasabha,Kosi,Mountain,FLOOD,Eastern Region,Kharang,09/04/83,Gorkhapatra 1983-9-21 Y-83 N-138,1.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Morang,Kosi,Terai,THUNDERSTORM,Eastern Region,Urlabari,07/21/84,Gorkhapatra 1984-7-23Y-84N-79,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Bara,Narayani,Terai,FIRE,Central Region,BHARATGANJ,04/02/84,Gorkhapatra 1984-4-3Y-83N325,1.0,1,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Central
Chitawan,Narayani,Terai,BOAT CAPSIZE,Central Region,MANGALUR,01/31/91,Gorkhapatra 1982-1-31Y-90N-263,1.0,3,0,0,0,0,0,3,0,0,0,0.0,0,0,0.0,Central
Bara,Narayani,Terai,FIRE,Central Region,NIJGADH,04/02/84,Gorkhapatra 1984-4-3Y-83N-325,1.0,0,0,0,1,0,0,0,0,0,0,22000.0,0,0,0.0,Central
Mahottari,Janakpur,Terai,FIRE,Central Region,Khayarmara,01/31/91,Gorkhapatra 1982-2-1Y-90N-264,1.0,1,0,0,9,0,0,50,0,0,0,0.0,0,0,0.0,Central
Khotang,Sagarmatha,Hill,LANDSLIDE,Eastern Region,Badahare,09/16/83,Gorkhapatra 1983-9-22 Y-83 N-139,1.0,7,0,0,6,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Banke,Bheri,Terai,FLOOD,Mid-Western Region,NEPALGANJ N.P.,07/23/84,Gorkhapatra 1984-7-24Y-84N-80,1.0,0,0,0,0,0,0,0,0,0,0,32000.0,0,0,0.0,Mid-Western
Mahottari,Janakpur,Terai,FIRE,Central Region,Raghunathpur,01/25/91,Gorkhapatra 1991-2-1Y-90N-264,1.0,4,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,EPIDEMIC,Central Region,PATLEKHET,04/04/84,Gorkhapatra 1984-4-5Y-83N-327,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Taplejung,Mechi,Mountain,LANDSLIDE,Eastern Region,AMBEGUDIN,07/12/84,Gorkhapatra 1984-7-25Y-84N-81,1.0,2,1,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Eastern
Jhapa,Mechi,Terai,LANDSLIDE,Eastern Region,SHIVAGANJ,09/22/83,Gorkhapatra 1983-9-23 Y-83 N-140,1.0,0,0,0,0,10,0,56,0,0,0,0.0,0,0,338.0,Eastern
Sarlahi,Janakpur,Terai,FIRE,Central Region,,02/01/91,Gorkhapatra 1982-2-2Y-90N-265,1.0,0,0,0,1,0,0,0,0,0,0,168000.0,0,0,0.0,Central
Kavre,Bagmati,Hill,EPIDEMIC,Central Region,KAVRE NITYACHANDENI,04/04/84,Gorkhapatra 1984-4-5Y-83N-327,1.0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Makwanpur,Narayani,Hill,FIRE,Central Region,HETAUDA MUNICIPALITY,02/03/91,Gorkhapatra 1982-2-4Y-90N-267,1.0,0,1,0,1,0,0,0,0,0,0,120000.0,0,0,0.0,Central
Ramechhap,Janakpur,Hill,LANDSLIDE,Central Region,Bhadore,07/05/84,Gorkhapatra 1984-7-25Y-84N-81,1.0,1,3,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Doti,Seti,Hill,LANDSLIDE,Far Western Region,DHIRKAMANDAU,09/23/83,Gorkhapatra 1983-9-24 Y-83 N-141,1.0,9,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Kathmandu,Bagmati,Hill,EXPLOSION,Central Region,KATHMANDU METROPOLITAN CITY,04/04/84,Gorkhapatra 1984-4-7Y-83N-329,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Makwanpur,Narayani,Hill,FIRE,Central Region,PADAM POKHARI,02/02/91,Gorkhapatra 1982-2-4Y-90N-267,1.0,0,0,0,3,1,0,0,0,0,0,180000.0,0,0,0.0,Central
Sindhupalchok,Bagmati,Mountain,FLOOD,Central Region,,07/20/84,Gorkhapatra 1984-7-25Y-84N-81,1.0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kapilbastu,Lumbini,Terai,FIRE,Western Region,BASANTPUR,02/06/91,Gorkhapatra 1982-2-10Y-90N-273,1.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Western
Terhathum,Kosi,Hill,FLOOD,Eastern Region,Jirikhimti,07/20/84,Gorkhapatra 1984-7-25Y-84N-81,1.0,0,2,0,0,5,0,0,0,0,0,0.0,0,0,0.0,Eastern
Mahottari,Janakpur,Terai,PLAGUE,Central Region,,02/06/88,Gorkhapatra 1988-2-7Y 87N 270,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Syangja,Gandaki,Hill,FIRE,Western Region,SETI DOBHAN,02/26/88,Gorkhapatra 1988-2-27 Y-87 N-290,1.0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dang,Rapti,Terai,FLOOD,Mid-Western Region,PANCHAKULE,07/20/84,Gorkhapatra 1984-7-25Y-84N-81.,1.0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Dhanusa,Janakpur,Terai,HAIL STORM,Central Region,,01/12/86,Gorkhapatra 1986-01-13Y-85N-247,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,FIRE,Western Region,SARDIKHOLA,01/14/86,Gorkhapatra 1986-01-15Y-85N-249,1.0,0,0,0,6,0,0,34,0,0,0,300000.0,0,0,0.0,Western
Achham,Seti,Hill,FLOOD,Far Western Region,BUDHAKOT,07/20/84,Gorkhapatra 1984-7-25Y-84N-81.,1.0,0,0,0,0,0,0,722,0,0,0,0.0,0,0,0.0,Far-Western
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,01/30/86,Gorkhapatra 1986-01-31Y-85N-265,1.0,9,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,STORM,Central Region,KATHMANDU METROPOLITAN CITY,03/12/88,Grokhapatra 1988-3-13 Y-86N-305,1.0,0,0,0,0,5,0,0,0,0,0,0.0,0,0,0.0,Central
Pyuthan,Rapti,Hill,STRONG WIND,Mid-Western Region,,03/26/84,Gorkhapatra 1984-4-8 Y-8 N-330,1.0,1,0,0,0,44,0,0,0,0,0,0.0,2,0,0.0,Mid-Western
Dhankuta,Kosi,Hill,FIRE,Eastern Region,DHANKUTA  MUNICIPALITY,01/30/86,Gorkhapatra 1986-01-31Y-85N-265,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Achham,Seti,Hill,FLOOD,Far Western Region,DHAMALI,07/21/84,Gorkhapatra 1984-7-25Y-84N-81.,1.0,0,0,0,1,0,0,20,0,0,0,0.0,0,0,50.87,Far-Western
Kaski,Gandaki,Hill,FIRE,Western Region,POKHARA_SMP,02/05/86,Gorkhapatra 1986-02-06Y-85N-271,1.0,0,0,0,0,1,0,0,0,0,0,6000.0,0,0,0.0,Western
Kathmandu,Bagmati,Hill,PANIC,Central Region,KATHMANDU METROPOLITAN CITY,03/12/88,Grokhapatra 1988-3-14Y-87N-306,1.0,70,97,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kathmandu,Bagmati,Hill,EPIDEMIC,Central Region,KATHMANDU METROPOLITAN CITY,04/07/84,Gorkhapatra 1984-4-8Y-83 N-330,1.0,0,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Syangja,Gandaki,Hill,LANDSLIDE,Western Region,WALIN NP,07/25/84,Gorkhapatra 1984-7-26Y-84N-82.,1.0,0,0,0,5,0,0,0,0,0,0,0.0,2,0,0.0,Western
Kavre,Bagmati,Hill,FIRE,Central Region,MAJHIFEDA,02/11/86,Gorkhapatra 1986-02-13Y-85N-278,1.0,0,0,0,1,0,0,0,0,0,0,25000.0,0,0,0.0,Central
Banke,Bheri,Terai,FLOOD,Mid-Western Region,,07/26/84,Gorkhapatra 1984-7-27Y-84N-83.,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,02/18/86,Gorkhapatra 1986-02-20Y-85N-285,1.0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Central
Gulmi,Lumbini,Hill,LANDSLIDE,Western Region,DAHA,07/23/84,Gorkhapatra 1984-7-29Y-84N-85.,1.0,3,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Western
Makwanpur,Narayani,Hill,FIRE,Central Region,HETAUDA MUNICIPALITY,03/03/86,Gorkhapatra 1986-03-06Y-85N-299,1.0,1,0,0,14,0,0,0,0,0,0,200000000.0,0,0,0.0,Central
Lalitpur,Bagmati,Hill,THUNDERSTORM,Central Region,Lalitpur Municipality,03/12/88,Gorkhapatra 1988-3-14 Y-87N-306,1.0,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Morang,Kosi,Terai,FIRE,Eastern Region,Biratnagar Municipality,04/08/84,Gorkhapatra 1984-4-9 Y-83 N-331,1.0,0,0,0,0,0,0,100,0,0,0,150000.0,0,0,0.0,Eastern
Ilam,Mechi,Hill,FLOOD,Eastern Region,SIDDHITHUMKA,07/22/84,Gorkhapatra 1984-7-31Y-84N-87.,1.0,1,0,3,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Doti,Seti,Hill,STRUCT.COLLAPSE,Far Western Region,,03/19/86,Gorkhapatra 1986-03-20Y-85N-313,1.0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
Arghakhanchi,Lumbini,Hill,STRONG WIND,Western Region,BALKOT,03/26/84,Gorkhapatra 1984-4-9 Y-83 N-331,1.0,0,0,0,0,300,0,0,0,0,0,0.0,0,0,0.0,Western
Udayapur,Sagarmatha,Hill,FLOOD,Eastern Region,,07/27/84,Gorkhapatra 1984-7-31Y-84N-87.,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Bara,Narayani,Terai,FIRE,Central Region,NIJGADH,03/21/86,Gorkhapatra 1986-03-24Y-85N-317,1.0,0,0,0,0,13,0,0,0,0,0,600000.0,0,0,0.0,Central
Mahottari,Janakpur,Terai,FLOOD,Central Region,,07/25/84,Gorkhapatra 1984-7-31Y-84N-87.,1.0,0,0,0,175,0,0,0,0,0,0,0.0,0,0,2878.1,Central
Kathmandu,Bagmati,Hill,FIRE,Central Region,KATHMANDU METROPOLITAN CITY,03/23/86,Gorkhapatra 1986-03-25Y-85N-31,1.0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Kaski,Gandaki,Hill,AVALANCHE,Western Region,MACHHAPUCHHRE,02/22/88,Gorkhapatra 1988-3-18 Y-87 N-310,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Gulmi,Lumbini,Hill,STRONG WIND,Western Region,,03/26/84,Gorkhapatra 1984-4-10 Y-83 N-332,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Chitawan,Narayani,Terai,FIRE,Central Region,JAGATPUR,04/08/84,Gorkhapatra 1984-4-9 Y-83 N-331,1.0,0,0,0,37,0,0,890,0,0,0,555000.0,0,0,0.0,Central
Lalitpur,Bagmati,Hill,FIRE,Central Region,Lalitpur Municipality,03/27/86,Gorkhapatra 1986-03-28Y-85N-321,1.0,0,0,0,3,0,0,0,0,0,0,0.0,0,0,0.0,Central
Dhanusa,Janakpur,Terai,FLOOD,Central Region,Janakpur Municipality,07/23/84,Gorkhapatra 1984-7-31Y-84N-87.,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Arghakhanchi,Lumbini,Hill,STRONG WIND,Western Region,ADGURI,04/09/84,Gorkhapatra 1984-4-10 Y-83 N-332,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dhanusa,Janakpur,Terai,FLOOD,Central Region,Lagamayadha Guthi,07/25/84,Gorkhapatra 1984-7-31Y-84N-87.,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Mahottari,Janakpur,Terai,FIRE,Central Region,Badiya Banchauri,03/25/86,Gorkhapatra 1986-03-29Y-85N-322,1.0,0,0,0,85,0,0,476,0,0,0,2000000.0,0,0,0.0,Central
Nawalparasi,Lumbini,Terai,STRONG WIND,Western Region,SUNAWAL,04/09/84,Gorkhapatra 1984-4-10 Y-83 N-332,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dolakha,Janakpur,Mountain,THUNDERSTORM,Central Region,Chankhu,03/12/88,Gorkhapatra 1988-3-19 Y-87 N-311,1.0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Gulmi,Lumbini,Hill,FLOOD,Western Region,ASLEWA,07/23/84,Gorkhapatra 1984-7-31Y-84N-87.,1.0,7,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Rautahat,Narayani,Terai,FIRE,Central Region,DHARMAPUR,03/28/86,Gorkhapatra 1986-03-29Y-85N-323,1.0,0,0,0,119,0,0,666,0,0,0,0.0,0,0,0.0,Central
Nawalparasi,Lumbini,Terai,STRONG WIND,Western Region,NAYA_BELHANI,04/09/84,Gorkhapatra 1984-4-10 Y-83 N-332,1.0,0,10,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Dolakha,Janakpur,Mountain,THUNDERSTORM,Central Region,Lakuridada,03/12/88,Gorkhapatra 1988-3-19Y-87 N-311.,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Nawalparasi,Lumbini,Terai,FIRE,Western Region,SUNAWAL,04/09/84,Gorkhapatra 1984-4-10 Y-83 N-332,1.0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0.0,Western
Rukum,Rapti,Hill,FLOOD,Mid-Western Region,GOTAME_KOT,07/17/84,Gorkhapatra 1984-7-31Y-84N-87.,1.0,2,0,0,50,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sunsari,Kosi,Terai,FIRE,Eastern Region,Bhaluwa,03/28/86,Gorkhapatra 1986-03-29Y-85N-323,1.0,0,0,0,104,0,0,695,0,0,0,10000000.0,0,0,0.0,Eastern
Kavre,Bagmati,Hill,STORM,Central Region,DHULIKHEL MUNICIPALITY,03/12/88,Gorkhapatra 1988-3-19 Y-87 N-311,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Gulmi,Lumbini,Hill,FIRE,Western Region,ASLEWA,04/09/84,Gorkhapatra 1984-4-10 Y-83 N-332,1.0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0.0,Western
Banke,Bheri,Terai,FLOOD,Mid-Western Region,BAGESHWORI,07/23/84,Gorkhapatra 1984-7-31Y-84N-87.,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Lalitpur,Bagmati,Hill,FIRE,Central Region,Lalitpur Municipality,03/27/86,Gorkhapatra 1986-04-01Y-85N-325,1.0,0,0,0,3,0,0,0,0,0,0,200000.0,0,0,0.0,Central
Palpa,Lumbini,Hill,FIRE,Western Region,BANDIPOKHARA,04/09/84,Gorkhapatra 1984-4-10 Y-83 N-332,1.0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0.0,Western
Banke,Bheri,Terai,FLOOD,Mid-Western Region,NEPALGANJ N.P.,07/23/84,Gorkhapatra 1984-7-31Y-84N-87.,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Palpa,Lumbini,Hill,FIRE,Western Region,,04/09/84,Gorkhapatra 1984-4-10 Y-83 N-332,1.0,0,0,0,13,0,0,0,0,0,0,125000.0,0,0,0.0,Western
Sindhupalchok,Bagmati,Mountain,FIRE,Central Region,Basbari,04/08/86,Gorkhapatra 1986-04-09Y-85N-333,1.0,0,0,0,16,0,0,75,0,0,0,0.0,0,0,0.0,Central
Kavre,Bagmati,Hill,FIRE,Central Region,MANDAN DUNDARI,04/08/86,Gorkhapatra 1986-04-09Y-85N-333,1.0,0,0,0,1,0,0,0,0,0,0,10000.0,0,0,0.0,Central
Kavre,Bagmati,Hill,STORM,Central Region,NASIKASTHAN SANGA,03/12/88,Gorkhapatra 1988-3-19 Y-87 N-311.,1.0,0,0,0,0,3,0,0,0,0,0,0.0,0,0,0.0,Central
Bardiya,Bheri,Terai,FLOOD,Mid-Western Region,PASHUPATI MAGAR,07/30/84,Gorkhapatra 1984-7-31Y-84N-87.,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Dhanusa,Janakpur,Terai,FIRE,Central Region,Bharatpur,04/10/86,Gorkhapatra 1986-04-11Y-85N-335,1.0,2,0,0,7,0,0,0,0,0,0,25000.0,0,0,0.0,Central
Kailali,Seti,Terai,FLOOD,Far Western Region,DHANGADHI MUNICIPALITY,07/27/84,Gorkhapatra 1984-7-31Y-84N-87.,1.0,0,0,0,0,0,0,900,0,0,0,0.0,0,0,0.0,Far-Western
Syangja,Gandaki,Hill,FIRE,Western Region,KARIKOTA CHANDI BHANJYANG,03/26/84,Gorkhapatra 1984-4-11 Y-83 N-333,1.0,4,0,0,0,0,0,0,0,0,0,214252.0,0,0,0.0,Western
Morang,Kosi,Terai,FIRE,Eastern Region,Pathari,04/11/86,Gorkhapatra 1986-04-12Y-85N-336,1.0,0,0,0,125,0,0,558,0,0,0,2300000.0,0,0,0.0,Eastern
Kavre,Bagmati,Hill,STORM,Central Region,BANEPA MUNICIPALITY,03/12/88,Gorkhapatra 1988-3-19.Y-87. N-311,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Central
Syangja,Gandaki,Hill,FIRE,Western Region,JAGATRADEVI,03/28/84,Gorkhapatra 1984-4-11 Y-83 N-333,1.0,0,0,0,0,0,0,0,0,0,0,66000.0,0,0,0.0,Western
Rukum,Rapti,Hill,FLOOD,Mid-Western Region,RUNGHA,07/25/84,Gorkhapatra 1984-8-1Y-84N-88.,1.0,0,0,0,0,0,0,134,0,0,0,220300.0,0,0,0.0,Mid-Western
Tanahu,Gandaki,Hill,FIRE,Western Region,CHHANG,03/30/86,Gorkhapatra 1986-04-15Y-85N-339,1.0,0,0,0,21,0,0,0,0,0,0,4000000.0,0,0,0.0,Western
Rukum,Rapti,Hill,FLOOD,Mid-Western Region,KHARA,07/25/84,Gorkhapatra 1984-8-1Y-84N-88.,1.0,4,0,0,0,0,0,0,0,0,0,800000.0,0,0,0.0,Mid-Western
Dolakha,Janakpur,Mountain,FLOOD,Central Region,,09/16/83,Gorkhapatra 1983-9-24 Y-83 N-141,1.0,5,0,0,0,10,0,0,0,0,0,0.0,0,0,0.0,Central
Myagdi,Dhawalagiri,Hill,EPIDEMIC,Western Region,DAGNAM,04/15/84,Gorkhapatra 1984-4-16 Y-83 N-337,1.0,6,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Western
Rukum,Rapti,Hill,FLOOD,Mid-Western Region,RANSI,07/25/84,Gorkhapatra 1984-8-1Y-84N-88.,1.0,4,0,0,1,0,0,0,0,0,0,16000.0,0,0,0.0,Mid-Western
Kavre,Bagmati,Hill,STORM,Central Region,DANDA GAUN,03/12/88,Gorkhapatra 1988-3-19Y-87 N-311,1.0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,Central
Dailekh,Bheri,Hill,LANDSLIDE,Mid-Western Region,SIGAUDI,09/23/83,Gorkhapatra 1983-9-30 Y-83 N-147,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sarlahi,Janakpur,Terai,FIRE,Central Region,SHANKAPUR,04/15/84,Gorkhapatra 1984-4-16 Y-83 N-337,1.0,0,0,0,35,0,0,0,0,0,0,335000.0,0,0,0.0,Central
Siraha,Sagarmatha,Terai,FIRE,Eastern Region,Belha,04/16/86,Gorkhapatra 1986-04-17Y-85N-340,1.0,0,0,0,122,0,0,308,0,0,0,1000000.0,0,0,0.0,Eastern
Dailekh,Bheri,Hill,LANDSLIDE,Mid-Western Region,TILEPATA,09/23/83,Gorkhapatra 1983-9-24 Y-83 N-141,1.0,0,0,0,7,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Lamjung,Gandaki,Hill,FIRE,Western Region,,04/09/84,Gorkhapatra 1984-4-16 Y-83 N-337,1.0,0,0,0,38,0,0,0,0,0,0,1400000.0,0,0,0.0,Western
Rupandehi,Lumbini,Terai,FIRE,Western Region,SIDDHARTHANAGAR_NP,04/17/86,Gorkhapatra 1986-04-21Y-85N-344,1.0,0,0,0,150,0,0,0,0,0,0,5000000.0,0,0,0.0,Western
Banke,Bheri,Terai,FLOOD,Mid-Western Region,NARAINAPUR,09/20/83,Gorkhapatra 1983-9-24 Y-83 N-141,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Mid-Western
Sunsari,Kosi,Terai,FIRE,Eastern Region,Dharan Municiplality,04/16/84,Gorkhapatra 1984-4-17 Y-83 N-338,1.0,2,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,Eastern
Nawalparasi,Lumbini,Terai,FIRE,Western Region,RAJAHAR,04/20/86,Gorkhapatra 1986-04-21Y-85N-344,1.0,0,0,0,40,0,0,0,0,0,0,0.0,0,0,0.0,Western
Morang,Kosi,Terai,FLOOD,Eastern Region,Belbari,08/01/84,Gorkhapatra 1984-8-3Y-84N-90.,1.0,0,0,0,0,0,0,84,0,0,0,0.0,0,0,0.0,Eastern
Kailali,Seti,Terai,EPIDEMIC,Far Western Region,,10/03/83,Gorkhapatra 1983-10-4 Y-83 N-151,1.0,1,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,Far-Western
